mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
19	18	53	53	1.0	1/4	1/4	3/4	2	1		ii%43	a	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
19	18	54	54	1.0	1/2	1/2	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
20	19	55	55	3.0	0	0	3/4	2	1		i[V7	a	i	i	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
21	20	58	58	1.0	0	0	3/4	2	1		i(6)	a	i	i	i(6)		i			6				m	1	1	0, -3, -4		0	0
21	20	59	59	2.0	1/4	1/4	3/4	2	1		i]	a	i	i	i		i							m	1	1	0, -3, 1		0	0
22	21	61	61	1.5	0	0	3/4	2	1		V65(9)/III	a	i		V65(9)/III		V		65	9	III			Mm7	1	1	2, -1, -4, -2	0	-2	2
22	21	125/2	125/2	1.5	3/8	3/8	3/4	2	1		V65/III	a	i		V65/III		V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
23	22	64	64	0.5	0	0	3/4	2	1		III(4)	a	i		III(4)		III			4				M	1	1	-3, -4, -2		-3	-3
23	22	129/2	129/2	2.5	1/8	1/8	3/4	2	1		III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
24	23	67	67	1.5	0	0	3/4	2	1		VIM7(9)	a	i		VIM7(9)		VI	M	7	9				MM7	1	1	-4, 0, -3, 1	-2	-4	-4
24	23	137/2	137/2	1.5	3/8	3/8	3/4	2	1		VIM7	a	i		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
25	24	70	70	0.5	0	0	3/4	2	1		ii%7(4)	a	i		ii%7(4)		ii	%	7	4				%7	1	1	2, 1, -4, 0		2	2
25	24	141/2	141/2	2.5	1/8	1/8	3/4	2	1		ii%7	a	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
26	25	73	73	3.0	0	0	3/4	2	1		V[V2/V	a	i	V	V2/V		V		2		V			Mm7	1	1	0, 2, 6, 3		2	0
27	26	76	76	1.0	0	0	3/4	2	1		V(6)	a	i	V	V(6)		V			6				M	1	1	1, 5, -3		1	1
27	26	77	77	1.0	1/4	1/4	3/4	2	1		V7(4)	a	i	V	V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
27	26	78	78	4.0	1/2	1/2	3/4	2	1		V7]	a	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
29	28	82	82	1.0	0	0	3/4	2	1		i(6)	a	i		i(6)		i			6				m	1	1	0, -3, -4		0	0
29	28	83	83	2.0	1/4	1/4	3/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
30	29	85	85	6.0	0	0	3/4	2	1		V(64)	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
32	31	91	91	2.0	0	0	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
32	31	93	93	0.5	1/2	1/2	3/4	2	1		V7(6)	a	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
32	31	187/2	187/2	0.5	5/8	5/8	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
33	32		94		0	0	3/4	2	1	1	i(9)}	a	i		i(9)		i			9			}	m	1	1	0, -3, 1	2	0	0
33	32		95		1/4	1/4	3/4	2	1	1	i|PAC	a	i		i		i					PAC		m	1	1	0, -3, 1		0	0
34	32	94	97	1.0	0	0	3/4	2	1	2	i(9)}	a	i		i(9)		i			9			}	m	1	1	0, -3, 1	2	0	0
34	32	95	98	2.0	1/4	1/4	3/4	2	1	2	i|PAC	a	i		i		i					PAC		m	1	1	0, -3, 1		0	0
35	33	97	100	4.0	0	0	3/4	2	1		I.V(64){	a	I		V(64)		V			64			{	M	1	0	1, 0, 4		1	1
36	34	101	104	4.0	1/4	1/4	3/4	2	1		V7	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
37	35	105	108	1.0	1/2	1/2	3/4	2	1		V7(6)	a	I		V7(6)		V		7	6				Mm7	1	0	1, 5, 4, -1		1	1
38	36	106	109	1.0	0	0	3/4	2	1		I(9)	a	I		I(9)		I			9				M	1	0	0, 4, 1	2	0	0
38	36	107	110	2.0	1/4	1/4	3/4	2	1		I	a	I		I		I							M	1	0	0, 4, 1		0	0
39	37	109	112	4.0	0	0	3/4	2	1		V(64)/iii	a	I		V(64)/iii		V			64	iii			M	1	0	5, 4, 1		5	5
40	38	113	116	5.0	1/4	1/4	3/4	2	1		V7/iii	a	I		V7/iii		V		7		iii			Mm7	1	0	5, 9, 6, 3		5	5
42	40	118	121	2.0	0	0	3/4	2	1		i/iii	a	I		i/iii		i				iii			m	1	0	4, 1, 5		4	4
42	40	120	123	1.0	1/2	1/2	3/4	2	1		V7}	a	I		V7		V		7				}	Mm7	1	0	1, 5, 2, -1		1	1
43	41	121	124	3.0	0	0	3/4	2	1		V7/IV{	a	I		V7/IV		V		7		IV		{	Mm7	1	0	0, 4, 1, -2		0	0
44	42	124	127	1.0	0	0	3/4	2	1		ii65(2)	a	I		ii65(2)		ii		65	2				mm7	1	0	-1, 3, 0, 4		2	-1
44	42	125	128	2.0	1/4	1/4	3/4	2	1		ii65	a	I		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
45	43	127	130	2.0	0	0	3/4	2	1		V7(b94)	a	I		V7(b94)		V		7	b94				Mm7	1	0	1, 0, 2, -1	-4	1	1
45	43	129	132	1.0	1/2	1/2	3/4	2	1		V7(6)	a	I		V7(6)		V		7	6				Mm7	1	0	1, 5, 4, -1		1	1
46	44	130	133	1.0	0	0	3/4	2	1		I(9)	a	I		I(9)		I			9				M	1	0	0, 4, 1	2	0	0
46	44	131	134	2.0	1/4	1/4	3/4	2	1		I	a	I		I		I							M	1	0	0, 4, 1		0	0
47	45	133	136	2.0	0	0	3/4	2	1		IV	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
47	45	135	138	1.0	1/2	1/2	3/4	2	1		ii65	a	I		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
48	46	136	139	3.0	0	0	3/4	2	1		V(64)	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
49	47	139	142	1.0	0	0	3/4	2	1		V(9)	a	I		V(9)		V			9				M	1	0	1, 5, 2	3	1	1
49	47	140	143	1.0	1/4	1/4	3/4	2	1		V7	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
49	47	141	144	1.0	1/2	1/2	3/4	2	1		V7(6)	a	I		V7(6)		V		7	6				Mm7	1	0	1, 5, 4, -1		1	1
50	48		145		0	0	3/4	2	1	1	I}	a	I		I		I						}	M	1	0	0, 4, 1		0	0
50	48		146		1/4	1/4	3/4	2	1	1	I|PAC	a	I		I		I					PAC		M	1	0	0, 4, 1		0	0
51	48	142	148	1.0	0	0	3/4	2	1	2	I}	a	I		I		I						}	M	1	0	0, 4, 1		0	0
51	48	143	149	2.0	1/4	1/4	3/4	2	1	2	I|PAC	a	I		I		I					PAC		M	1	0	0, 4, 1		0	0
51	48	144	150	0.0	1/2	1/2	3/4	2	1	2	{	a	I										{		1	0				
52	49	145	151	4.0	0	0	3/4	2	1		i.i	a	i		i		i							m	1	1	0, -3, 1		0	0
53	50	149	155	1.0	1/4	1/4	3/4	2	1		V7(6)	a	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
53	50	150	156	1.0	1/2	1/2	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
54	51	151	157	4.0	0	0	3/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
55	52	155	161	2.0	1/4	1/4	3/4	2	1		Ger7	a	i		Ger7	Ger	vii	o	7	b3	V			Ger	1	1	6, -4, 0, -3		6	6
56	53	157	163	6.0	0	0	3/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
58	55	163	169	2.0	0	0	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
58	55	165	171	1.0	1/2	1/2	3/4	2	1		V7(6)	a	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
59	56	166	172	7.0	0	0	3/4	2	1		i|PAC}	a	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
59	56	168	174	0.0	1/2	1/2	3/4	2	1		{	a	i										{		1	1				
61	58	173	179	1.0	1/4	1/4	3/4	2	1		V7(6)	a	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
61	58	174	180	1.0	1/2	1/2	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
62	59	175	181	4.0	0	0	3/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
63	60	179	185	2.0	1/4	1/4	3/4	2	1		Ger7	a	i		Ger7	Ger	vii	o	7	b3	V			Ger	1	1	6, -4, 0, -3		6	6
64	61	181	187	6.0	0	0	3/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
66	63	187	193	3.0	0	0	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
67	64	190	196	3.0	0	0	3/4	2	1		i|PAC}	a	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
67	64	192	198	0.0	1/2	1/2	3/4	2	1		{	a	i										{		1	1				
68	65	193	199	4.0	0	0	3/4	2	1		V2/v	a	i		V2/v		V		2		v			Mm7	1	1	0, 2, 6, 3		2	0
69	66	197	203	1.0	1/4	1/4	3/4	2	1		ii%43	a	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
69	66	198	204	1.0	1/2	1/2	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
70	67	199	205	3.0	0	0	3/4	2	1		i[V7	a	i	i	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
71	68	202	208	1.0	0	0	3/4	2	1		i(6)	a	i	i	i(6)		i			6				m	1	1	0, -3, -4		0	0
71	68	203	209	2.0	1/4	1/4	3/4	2	1		i]	a	i	i	i		i							m	1	1	0, -3, 1		0	0
72	69	205	211	1.5	0	0	3/4	2	1		V65(9)/III	a	i		V65(9)/III		V		65	9	III			Mm7	1	1	2, -1, -4, -2	0	-2	2
72	69	413/2	425/2	1.5	3/8	3/8	3/4	2	1		V65/III	a	i		V65/III		V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
73	70	208	214	0.5	0	0	3/4	2	1		III(4)	a	i		III(4)		III			4				M	1	1	-3, -4, -2		-3	-3
73	70	417/2	429/2	2.5	1/8	1/8	3/4	2	1		III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
74	71	211	217	1.5	0	0	3/4	2	1		VIM7(9)	a	i		VIM7(9)		VI	M	7	9				MM7	1	1	-4, 0, -3, 1	-2	-4	-4
74	71	425/2	437/2	1.5	3/8	3/8	3/4	2	1		VIM7	a	i		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
75	72	214	220	0.5	0	0	3/4	2	1		ii%7(4)	a	i		ii%7(4)		ii	%	7	4				%7	1	1	2, 1, -4, 0		2	2
75	72	429/2	441/2	2.5	1/8	1/8	3/4	2	1		ii%7	a	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
76	73	217	223	3.0	0	0	3/4	2	1		V[V2/V	a	i	V	V2/V		V		2		V			Mm7	1	1	0, 2, 6, 3		2	0
77	74	220	226	1.0	0	0	3/4	2	1		V(6)	a	i	V	V(6)		V			6				M	1	1	1, 5, -3		1	1
77	74	221	227	1.0	1/4	1/4	3/4	2	1		V7(4)	a	i	V	V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
77	74	222	228	4.0	1/2	1/2	3/4	2	1		V7]	a	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
79	76	226	232	1.0	0	0	3/4	2	1		i(6)	a	i		i(6)		i			6				m	1	1	0, -3, -4		0	0
79	76	227	233	2.0	1/4	1/4	3/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
80	77	229	235	6.0	0	0	3/4	2	1		V(64)	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
82	79	235	241	2.0	0	0	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
82	79	237	243	0.5	1/2	1/2	3/4	2	1		V7(6)	a	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
82	79	475/2	487/2	0.5	5/8	5/8	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
83	80	238	244	1.0	0	0	3/4	2	1		i(9)}	a	i		i(9)		i			9			}	m	1	1	0, -3, 1	2	0	0
83	80	239	245	2.0	1/4	1/4	3/4	2	1		i|PAC	a	i		i		i					PAC		m	1	1	0, -3, 1		0	0
