mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
6	6	1/2	1/2	3/4	2	1	V(4)						c#	i		V(4)		V			4				M	1	1	8, 7, 9		8.0	8.0	1	4	0.2	0.125	0.875	0.125
7	7	0	0	3/4	2	1	V						c#	i		V		V							M	1	1	8, 12, 9		8.0	8.0	1	5	0.16666666666666666	0.08333333333333333	0.9166666666666666	0.08333333333333333
7	7	1/4	1/4	3/4	2	1	V(#9)						c#	i		V(#9)		V			#9				M	1	1	8, 12, 9	10	8.0	8.0	0	4	0.0	0.0	1.0	0.0
7	7	1/2	1/2	3/4	2	1	V						c#	i		V		V							M	1	1	8, 12, 9		8.0	8.0	3	15	0.16666666666666666	0.2916666666666667	2.9583333333333335	0.08974358974358974
10	9	0	0	3/4	2	1	V65						c#	i		V65		V		65					Mm7	1	1	12, 9, 6, 8		8.0	12.0	1	10	0.09090909090909091	0.0625	2.375	0.02564102564102564
11	10	0	0	3/4	2	1	i						c#	i		i		i							m	1	1	7, 4, 8		7.0	7.0	0	11	0.0	0.0	2.5	0.0
12	11	0	0	3/4	2	1	V65						c#	i		V65		V		65					Mm7	1	1	12, 9, 6, 8		8.0	12.0	1	10	0.09090909090909091	0.0625	2.375	0.02564102564102564
13	12	0	0	3/4	2	1	i						c#	i		i		i							m	1	1	7, 4, 8		7.0	7.0	2	8	0.2	0.20833333333333334	1.5416666666666667	0.11904761904761905
14	13	0	0	3/4	2	1	V65/V						c#	i		V65/V		V		65		V			Mm7	1	1	13, 10, 7, 9		9.0	13.0	1	10	0.09090909090909091	0.0625	2.375	0.02564102564102564
15	14	0	0	3/4	2	1	V7						c#	i		V7		V		7					Mm7	1	1	8, 12, 9, 6		8.0	8.0	0	7	0.0	0.0	1.5	0.0
15	14	1/2	1/2	3/4	2	1	#viio65						c#	i		#viio65		#vii	o	65					o7	1	1	9, 6, 3, 12		12.0	9.0	0	4	0.0	0.0	1.0	0.0
16	15	0	0	3/4	2	1	V7						c#	i		V7		V		7					Mm7	1	1	8, 12, 9, 6		8.0	8.0	0	11	0.0	0.0	2.4375	0.0
17	16	0	0	3/4	2	1	i|PAC}						c#	i		i		i					PAC	}	m	1	1	7, 4, 8		7.0	7.0	0	6	0.0	0.0	1.5	0.0
18	16	0	1/2	3/4	2	1	V.viio/V{	-6.53911	4.05132		/		c#	V		viio/V		vii	o			V		{	o	1	0	14, 11, 8		14.0	14.0	0	1	0.0	0.0	0.25	0.0
19	17	0	0	3/4	2	1	I	0.324381	3.73209	-4.52791	/		c#	V		I		I							M	1	0	8, 12, 9		8.0	8.0	2	22	0.08333333333333333	0.125	4.75	0.02564102564102564
21	19	0	0	3/4	2	1	Fr6						c#	V		Fr6	Fr	V		43	b5	V			Fr	1	0	4, 8, 10, 14		10.0	4.0	0	5	0.0	0.0	1.25	0.0
21	19	1/4	1/4	3/4	2	1	V7						c#	V		V7		V		7					Mm7	1	0	9, 13, 10, 7		9.0	9.0	0	3	0.0	0.0	0.75	0.0
21	19	1/2	1/2	3/4	2	1	I|IAC						c#	V		I		I					IAC		M	1	0	8, 12, 9		8.0	8.0	0	4	0.0	0.0	0.75	0.0
22	20	0	0	3/4	2	1	Fr6						c#	V		Fr6	Fr	V		43	b5	V			Fr	1	0	4, 8, 10, 14		10.0	4.0	1	5	0.16666666666666666	0.08333333333333333	1.1666666666666667	0.06666666666666667
22	20	1/4	1/4	3/4	2	1	V7						c#	V		V7		V		7					Mm7	1	0	9, 13, 10, 7		9.0	9.0	0	3	0.0	0.0	0.75	0.0
22	20	1/2	1/2	3/4	2	1	I|IAC						c#	V		I		I					IAC		M	1	0	8, 12, 9		8.0	8.0	2	27	0.06896551724137931	0.125	5.75	0.02127659574468085
25	23	0	0	3/4	2	1	Fr6						c#	V		Fr6	Fr	V		43	b5	V			Fr	1	0	4, 8, 10, 14		10.0	4.0	0	5	0.0	0.0	1.25	0.0
25	23	1/4	1/4	3/4	2	1	V7						c#	V		V7		V		7					Mm7	1	0	9, 13, 10, 7		9.0	9.0	0	3	0.0	0.0	0.75	0.0
25	23	1/2	1/2	3/4	2	1	I|IAC}						c#	V		I		I					IAC	}	M	1	0	8, 12, 9		8.0	8.0	0	10	0.0	0.0	1.5	0.0
27	25	0	0	3/4	2	1	i.V65						c#	i		V65		V		65					Mm7	1	1	12, 9, 6, 8		8.0	12.0	1	10	0.09090909090909091	0.0625	2.4375	0.025
28	26	0	0	3/4	2	1	i						c#	i		i		i							m	1	1	7, 4, 8		7.0	7.0	0	11	0.0	0.0	2.5	0.0
29	27	0	0	3/4	2	1	V65						c#	i		V65		V		65					Mm7	1	1	12, 9, 6, 8		8.0	12.0	1	10	0.09090909090909091	0.0625	2.375	0.02564102564102564
30	28	0	0	3/4	2	1	i						c#	i		i		i							m	1	1	7, 4, 8		7.0	7.0	2	8	0.2	0.20833333333333334	1.5416666666666667	0.11904761904761905
31	29	0	0	3/4	2	1	V65/V						c#	i		V65/V		V		65		V			Mm7	1	1	13, 10, 7, 9		9.0	13.0	1	8	0.1111111111111111	0.125	2.375	0.05
32	30	0	0	3/4	2	1	V7						c#	i		V7		V		7					Mm7	1	1	8, 12, 9, 6		8.0	8.0	1	18	0.05263157894736842	0.25	3.8125	0.06153846153846154
34	32	0	0	3/4	2	1	i|PAC}						c#	i		i		i					PAC	}	m	1	1	7, 4, 8		7.0	7.0	0	7	0.0	0.0	1.75	0.0
36	33	0	0	3/4	2	1	IV/III						c#	i		IV/III		IV				III			M	1	1	3, 7, 4		3.0	3.0	1	8	0.1111111111111111	0.125	1.875	0.0625
37	34	0	0	3/4	2	1	I/III						c#	i		I/III		I				III			M	1	1	4, 8, 5		4.0	4.0	0	8	0.0	0.0	2.0	0.0
38	35	0	0	3/4	2	1	IV/III						c#	i		IV/III		IV				III			M	1	1	3, 7, 4		3.0	3.0	2	9	0.18181818181818182	0.125	1.875	0.0625
39	36	0	0	3/4	2	1	I/III						c#	i		I/III		I				III			M	1	1	4, 8, 5		4.0	4.0	0	8	0.0	0.0	2.0	0.0
40	37	0	0	3/4	2	1	IV/III						c#	i		IV/III		IV				III			M	1	1	3, 7, 4		3.0	3.0	0	5	0.0	0.0	1.0	0.0
40	37	1/4	1/4	3/4	2	1	I/III						c#	i		I/III		I				III			M	1	1	4, 8, 5		4.0	4.0	0	7	0.0	0.0	2.0	0.0
41	38	0	0	3/4	2	1	IV/III						c#	i		IV/III		IV				III			M	1	1	3, 7, 4		3.0	3.0	1	5	0.16666666666666666	0.0	1.0	0.0
41	38	1/4	1/4	3/4	2	1	I/III						c#	i		I/III		I				III			M	1	1	4, 8, 5		4.0	4.0	0	7	0.0	0.0	2.0	0.0
42	39	0	0	3/4	2	1	IV/III						c#	i		IV/III		IV				III			M	1	1	3, 7, 4		3.0	3.0	0	5	0.0	0.0	1.0	0.0
42	39	1/4	1/4	3/4	2	1	I/III						c#	i		I/III		I				III			M	1	1	4, 8, 5		4.0	4.0	0	8	0.0	0.0	2.0	0.0
43	40	0	0	3/4	2	1	IV/III						c#	i		IV/III		IV				III			M	1	1	3, 7, 4		3.0	3.0	1	5	0.16666666666666666	0.0625	0.9375	0.0625
43	40	1/4	1/4	3/4	2	1	i}					V/ii/III}	c#	i		i		i						}	m	1	1	7, 4, 8		7.0	7.0	0	4	0.0	0.0	1.0	0.0
44	41	0	0	3/4	2	1	IV/V{						c#	i		IV/V		IV				V		{	M	1	1	7, 11, 8		7.0	7.0	1	11	0.08333333333333333	0.125	2.625	0.045454545454545456
45	42	0	0	3/4	2	1	I/V						c#	i		I/V		I				V			M	1	1	8, 12, 9		8.0	8.0	0	10	0.0	0.0	2.5	0.0
46	43	0	0	3/4	2	1	IV/V						c#	i		IV/V		IV				V			M	1	1	7, 11, 8		7.0	7.0	2	13	0.13333333333333333	0.125	2.875	0.041666666666666664
47	44	0	0	3/4	2	1	I/V						c#	i		I/V		I				V			M	1	1	8, 12, 9		8.0	8.0	0	10	0.0	0.0	2.5	0.0
48	45	0	0	3/4	2	1	IV/V						c#	i		IV/V		IV				V			M	1	1	7, 11, 8		7.0	7.0	0	6	0.0	0.0	1.25	0.0
48	45	1/4	1/4	3/4	2	1	I/V						c#	i		I/V		I				V			M	1	1	8, 12, 9		8.0	8.0	0	7	0.0	0.0	2.0	0.0
49	46	0	0	3/4	2	1	IV/V						c#	i		IV/V		IV				V			M	1	1	7, 11, 8		7.0	7.0	1	5	0.16666666666666666	0.0	1.0	0.0
49	46	1/4	1/4	3/4	2	1	I/V						c#	i		I/V		I				V			M	1	1	8, 12, 9		8.0	8.0	0	7	0.0	0.0	2.0	0.0
50	47	0	0	3/4	2	1	IV/V						c#	i		IV/V		IV				V			M	1	1	7, 11, 8		7.0	7.0	0	5	0.0	0.0	1.0	0.0
50	47	1/4	1/4	3/4	2	1	I/V						c#	i		I/V		I				V			M	1	1	8, 12, 9		8.0	8.0	0	8	0.0	0.0	2.0	0.0
51	48	0	0	3/4	2	1	IV/V						c#	i		IV/V		IV				V			M	1	1	7, 11, 8		7.0	7.0	0	5	0.0	0.0	1.0	0.0
51	48	1/4	1/4	3/4	2	1	I/V}						c#	i		I/V		I				V		}	M	1	1	8, 12, 9		8.0	8.0	1	11	0.08333333333333333	0.125	2.625	0.045454545454545456
52	49	1/4	1/4	3/4	2	1	V(#9)						c#	i		V(#9)		V			#9				M	1	1	8, 12, 9	10	8.0	8.0	0	4	0.0	0.0	1.75	0.0
52	49	1/2	1/2	3/4	2	1	V						c#	i		V		V							M	1	1	8, 12, 9		8.0	8.0	1	6	0.14285714285714285	0.125	1.125	0.1
53	50	1/4	1/4	3/4	2	1	V(4)						c#	i		V(4)		V			4				M	1	1	8, 7, 9		8.0	8.0	1	4	0.2	0.125	1.875	0.0625
54	51	0	0	3/4	2	1	V						c#	i		V		V							M	1	1	8, 12, 9		8.0	8.0	1	5	0.16666666666666666	0.08333333333333333	0.9166666666666666	0.08333333333333333
54	51	1/4	1/4	3/4	2	1	V(#9)						c#	i		V(#9)		V			#9				M	1	1	8, 12, 9	10	8.0	8.0	0	4	0.0	0.0	1.75	0.0
54	51	1/2	1/2	3/4	2	1	V						c#	i		V		V							M	1	1	8, 12, 9		8.0	8.0	4	14	0.2222222222222222	0.375	3.875	0.08823529411764706
56	53	1/4	1/4	3/4	2	1	V(#9)						c#	i		V(#9)		V			#9				M	1	1	8, 12, 9	10	8.0	8.0	0	4	0.0	0.0	1.0	0.0
56	53	1/2	1/2	3/4	2	1	V						c#	i		V		V							M	1	1	8, 12, 9		8.0	8.0	1	9	0.1	0.125	1.875	0.0625
57	54	1/4	1/4	3/4	2	1	V(4)						c#	i		V(4)		V			4				M	1	1	8, 7, 9		8.0	8.0	0	5	0.0	0.0	0.875	0.0
57	54	3/8	3/8	3/4	2	1	V						c#	i		V		V							M	1	1	8, 12, 9		8.0	8.0	0	1	0.0	0.0	0.125	0.0
57	54	1/2	1/2	3/4	2	1	V(4)						c#	i		V(4)		V			4				M	1	1	8, 7, 9		8.0	8.0	1	4	0.2	0.125	0.875	0.125
58	55	0	0	3/4	2	1	V						c#	i		V		V							M	1	1	8, 12, 9		8.0	8.0	1	5	0.16666666666666666	0.08333333333333333	0.9166666666666666	0.08333333333333333
58	55	1/4	1/4	3/4	2	1	V(#9)						c#	i		V(#9)		V			#9				M	1	1	8, 12, 9	10	8.0	8.0	0	4	0.0	0.0	1.0	0.0
58	55	1/2	1/2	3/4	2	1	V						c#	i		V		V							M	1	1	8, 12, 9		8.0	8.0	3	15	0.16666666666666666	0.2916666666666667	2.9583333333333335	0.08974358974358974
60	57	0	0	3/4	2	1	V65						c#	i		V65		V		65					Mm7	1	1	12, 9, 6, 8		8.0	12.0	1	10	0.09090909090909091	0.0625	2.375	0.02564102564102564
61	58	0	0	3/4	2	1	i						c#	i		i		i							m	1	1	7, 4, 8		7.0	7.0	0	11	0.0	0.0	2.5	0.0
62	59	0	0	3/4	2	1	V65						c#	i		V65		V		65					Mm7	1	1	12, 9, 6, 8		8.0	12.0	1	10	0.09090909090909091	0.0625	2.375	0.02564102564102564
63	60	0	0	3/4	2	1	i						c#	i		i		i							m	1	1	7, 4, 8		7.0	7.0	2	8	0.2	0.20833333333333334	1.5416666666666667	0.11904761904761905
64	61	0	0	3/4	2	1	V65/V						c#	i		V65/V		V		65		V			Mm7	1	1	13, 10, 7, 9		9.0	13.0	1	10	0.09090909090909091	0.0625	2.375	0.02564102564102564
65	62	0	0	3/4	2	1	V7						c#	i		V7		V		7					Mm7	1	1	8, 12, 9, 6		8.0	8.0	0	7	0.0	0.0	1.5	0.0
65	62	1/2	1/2	3/4	2	1	#viio65						c#	i		#viio65		#vii	o	65					o7	1	1	9, 6, 3, 12		12.0	9.0	0	4	0.0	0.0	1.0	0.0
66	63	0	0	3/4	2	1	V7						c#	i		V7		V		7					Mm7	1	1	8, 12, 9, 6		8.0	8.0	0	11	0.0	0.0	2.4375	0.0
67	64	0	0	3/4	2	1	i}						c#	i		i		i						}	m	1	1	7, 4, 8		7.0	7.0	0	7	0.0	0.0	1.75	0.0
68	65	0	0	3/4	2	1	V65						c#	i		V65		V		65					Mm7	1	1	12, 9, 6, 8		8.0	12.0	1	10	0.09090909090909091	0.125	2.375	0.05
69	66	0	0	3/4	2	1	i						c#	i		i		i							m	1	1	7, 4, 8		7.0	7.0	0	11	0.0	0.0	2.5	0.0
70	67	0	0	3/4	2	1	V65						c#	i		V65		V		65					Mm7	1	1	12, 9, 6, 8		8.0	12.0	2	11	0.15384615384615385	0.08333333333333333	2.375	0.033898305084745756
71	68	0	0	3/4	2	1	i						c#	i		i		i							m	1	1	7, 4, 8		7.0	7.0	2	9	0.18181818181818182	0.20833333333333334	1.5416666666666667	0.11904761904761905
72	69	0	0	3/4	2	1	V65/V						c#	i		V65/V		V		65		V			Mm7	1	1	13, 10, 7, 9		9.0	13.0	1	10	0.09090909090909091	0.0625	2.375	0.02564102564102564
73	70	0	0	3/4	2	1	V7						c#	i		V7		V		7					Mm7	1	1	8, 12, 9, 6		8.0	8.0	1	18	0.05263157894736842	0.25	3.875	0.06060606060606061
75	72	0	0	3/4	2	1	i|PAC}						c#	i		i		i					PAC	}	m	1	1	7, 4, 8		7.0	7.0	0	6	0.0	0.0	1.75	0.0
