mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
12	12	35	35	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	92								12	0			
12	12	33	33	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	93											4	4
12	12	33	33	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	94											4	4
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	95											4	4
13	13	36	36	0.0	0	0	Dynamic	3/4	1	1	0						p						12	0			
13	13	36	36	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	96								12	0			
13	13	36	36	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	97								12	0			
13	13	36	36	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	98								12	0			
13	13	36	36	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	99								12	0			
13	13	147/4	147/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	100								12	0			
13	13	37	37	0.0	1/4	1/4	Spanner	3/4	1	1	0												12				
13	13	37	37	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	101								12				
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	102								12				
13	13	36	36	0.0	0	0	Spanner	3/4	2	1	0																
13	13	36	36	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	103								13				
13	13	147/4	147/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	104								13				
13	13	37	37	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	105								13				
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	106								13				
14	14	39	39	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	107								12				
14	14	159/4	159/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	108								12				
14	14	40	40	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	109								12				
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	110								12				
14	14	39	39	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	111												
14	14	39	39	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	112								13				
14	14	40	40	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	113								13				
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	114								13				
15	15	42	42	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	115								12				
15	15	171/4	171/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	116								12				
15	15	42	42	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	117												
15	15	43	43	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	118												
15	15	44	44	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	119												
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	120								13				
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	121								13				
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	122								13				
16	16	45	45	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	123								12				
16	16	183/4	183/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	124								12				
16	16	46	46	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	125								12				
16	16	47	47	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	126								12				
16	16	45	45	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	127												
16	16	45	45	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	128								13				
16	16	46	46	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	129								13				
16	16	47	47	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	130								13				
17	17	48	48	0.0	0	0	Dynamic	3/4	1	1	0						f										
17	17	48	48	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	131												
17	17	195/4	195/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	132								14				
17	17	49	49	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	133												
17	17	49	49	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	134												
17	17	48	48	0.0	0	0	Spanner	3/4	2	1	0															5	5
17	17	48	48	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	135											5	5
17	17	49	49	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	136			articAccentAbove								5	5
18	18	51	51	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	137								15				
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	138								15				
18	18	52	52	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	139								15				
18	18	157/3	157/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	140								15				
18	18	158/3	158/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	141								15				
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	142								15				
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	143								15				
18	18	51	51	0.0	0	0	Dynamic	3/4	1	2	0						p										
18	18	51	51	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	144												
18	18	51	51	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	145											5	5
18	18	52	52	0.0	1/4	1/4	Spanner	3/4	2	1	0																
18	18	52	52	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	146												
18	18	53	53	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	147												
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	148												
18	18	51	51	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	149								16				
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	150								15				
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	151								15				
19	19	55	55	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	152								15				
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	153								15				
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	154								15				
19	19	54	54	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	155												
19	19	54	54	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	156												
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	157												
19	19	55	55	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	158												
19	19	56	56	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	159												
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	160												
19	19	54	54	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	161												
20	20	57	57	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	162								15				
20	20	57	57	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	163								15				
20	20	57	57	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	164								15				
20	20	231/4	231/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	165								15				
20	20	58	58	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	166								15				
20	20	59	59	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	167												
20	20	57	57	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	168												
20	20	57	57	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	169												
20	20	231/4	231/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	170												
20	20	58	58	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	171												
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	172												
20	20	57	57	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	173												
21	21	60	60	0.0	0	0	Dynamic	3/4	1	1	0						f										
21	21	60	60	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	174												
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	175								17				
21	21	61	61	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	176			articAccentAbove					18				
21	21	61	61	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	177												
21	21	60	60	0.0	0	0	Spanner	3/4	2	1	0															6	6
21	21	60	60	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	178											6	6
21	21	61	61	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	179											6	6
22	22	63	63	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	180								18				
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	181								18				
22	22	64	64	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	182								18				
22	22	193/3	193/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	183								18				
22	22	194/3	194/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	184								18				
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	185								18				
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	186								18				
22	22	63	63	0.0	0	0	Dynamic	3/4	1	2	0						p										
22	22	63	63	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	187												
22	22	63	63	0.0	0	0	Spanner	3/4	2	1	0																
22	22	63	63	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	188												
22	22	64	64	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	189												
22	22	65	65	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	190												
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	191												
22	22	63	63	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	192												
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	193								18				
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	194								18				
23	23	67	67	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	195								18				
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	196								18				
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	197								18				
23	23	66	66	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	198												
23	23	66	66	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	199												
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	200												
23	23	67	67	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	201												
23	23	68	68	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	202												
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	203												
23	23	66	66	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	204												
24	24	69	69	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	205								18				
24	24	279/4	279/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	206								18				
24	24	70	70	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	207								18				
24	24	211/3	211/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	208								18				
24	24	212/3	212/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	209								18				
24	24	71	71	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	210								18				
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	211								18				
24	24	69	69	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	212												
24	24	71	71	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	213												
24	24	69	69	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	214												
24	24	279/4	279/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	215												
24	24	70	70	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	216												
24	24	71	71	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	217												
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	218												
24	24	69	69	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	219												
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	220												
25	25	72	72	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	221			articStaccatoAbove									
25	25	73	73	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	222								19				
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	223								19				
25	25	74	74	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	224								19				
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	225								19				
25	25	72	72	0.0	0	0	Dynamic	3/4	1	2	0						f										
25	25	72	72	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	226												
25	25	73	73	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	227												
25	25	72	72	0.0	0	0	Spanner	3/4	2	1	0															7	7
25	25	72	72	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	228											7	7
25	25	73	73	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	229											7	7
25	25	73	73	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	230								20			7	7
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	231								20			7	7
25	25	74	74	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	232								20			7	7
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	233											7	7
26	26	75	75	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	234												
26	26	303/4	303/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	235								21				
26	26	76	76	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	236								21				
26	26	75	75	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	237												
26	26	75	75	0.0	0	0	Spanner	3/4	2	1	0																
26	26	76	76	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	238												
26	26	75	75	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	239												
27	27	78	78	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	240												
27	27	315/4	315/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	241								22				
27	27	79	79	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	242								22				
27	27	80	80	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	243								22				
27	27	78	78	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	244												
27	27	315/4	315/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	245												
27	27	79	79	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	246												
27	27	78	78	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	247												
27	27	80	80	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	248												
28	28	81	81	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	249								22				
28	28	82	82	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	250								22				
28	28	81	81	0.0	0	0	Spanner	3/4	2	1	0															8	8
28	28	81	81	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	251											8	8
28	28	82	82	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	252											8	8
29	29	84	84	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	253			articStaccatoBelow									
29	29	85	85	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	254								23				
29	29	171/2	171/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	255								23				
29	29	86	86	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	256								23				
29	29	173/2	173/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	257								23				
29	29	85	85	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	258												
29	29	84	84	0.0	0	0	Spanner	3/4	2	1	0																
29	29	84	84	0.0	0	0	Spanner	3/4	2	1	0															9	9
29	29	84	84	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	259			articStaccatoBelow								9	9
29	29	85	85	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	260											9	9
29	29	171/2	171/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	261											9	9
29	29	86	86	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	262											9	9
29	29	173/2	173/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	263											9	9
29	29	85	85	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	264											9	9
